iter	RMSE
216	7.757500172
217	7.753371352
218	7.743644391
219	7.739213264
220	7.737729002
221	7.73292296
222	7.720770249
223	7.708781621
224	7.7038013
225	7.700829214
226	7.697269777
227	7.68816342
228	7.684732863
229	7.681165889
230	7.667709862
231	7.659274743
232	7.655576977
233	7.6474109
234	7.640460712
235	7.630196563
236	7.627542971
237	7.623771157
238	7.620406487
239	7.613481258
240	7.61067293
241	7.607173429
242	7.60620566
243	7.596901337
244	7.594154351
245	7.591804403
246	7.581737668
247	7.577204281
248	7.57696318
249	7.572551707
250	7.561237928
251	7.559335091
252	7.554572941
253	7.550569969
254	7.548920438
255	7.54033692
256	7.533311894
257	7.522528297
258	7.519657768
259	7.515081419
260	7.505075761
261	7.502531701
262	7.501912883
263	7.492887857
264	7.490434011
265	7.481540327
266	7.476729782
267	7.474199961
268	7.466867456
269	7.465651163
270	7.457462226
271	7.455966745
272	7.450584317
273	7.445080556
274	7.442061989
275	7.439257973
276	7.436748771
277	7.435376994
278	7.42877169
279	7.420691795
280	7.418949241
281	7.412822706
282	7.407250492
283	7.399780065
284	7.392928679
285	7.388878602
286	7.386065633
287	7.384630873
288	7.380207695
289	7.377518376
290	7.377220608
291	7.375249001
292	7.370646225
293	7.366666303
294	7.363221137
295	7.357733337
296	7.353153411
297	7.352265592
298	7.34939504
299	7.346136516
300	7.337869261
301	7.336234024
302	7.327812844
303	7.324732224
304	7.319918222
305	7.317881648
306	7.315562505
307	7.314396981
308	7.313431439
309	7.309921338
310	7.30566649
311	7.299405452
312	7.298285151
313	7.2934205
314	7.286080722
315	7.281804586
316	7.277610559
317	7.272807727
318	7.270907089
319	7.268314088
320	7.262051817
321	7.260556143
322	7.257685053
323	7.254563503
324	7.249923422
325	7.247700209
326	7.245980499
327	7.244256407
328	7.241601229
329	7.238373051
330	7.235544164
331	7.230746657
332	7.223773907
333	7.220958208
334	7.220868903
335	7.219300836
336	7.215484993
337	7.214196049
338	7.20927738
339	7.20420203
340	7.198539406
341	7.19360915
342	7.192233433
343	7.189237961
344	7.187014801
345	7.18290698
346	7.176804407
347	7.175168454
348	7.173823301
349	7.172374
350	7.170531037
351	7.169364961
352	7.166486789
353	7.164230699
354	7.161335661
355	7.156400932
356	7.154264055
357	7.15212755
358	7.150673524
359	7.145785606
360	7.14448066
361	7.142811798
362	7.140693949
363	7.139277277
364	7.136781397
365	7.134224639
366	7.132198402
367	7.130641051
368	7.127014447
369	7.123854628
370	7.118184142
371	7.115517552
372	7.112629233
373	7.110188817
374	7.108972362
375	7.106630586
376	7.104661609
377	7.103718335
378	7.102516579
379	7.101066514
380	7.097020382
381	7.095488344
382	7.090880434
383	7.0862881
384	7.084715848
385	7.082677137
386	7.080688374
387	7.078554618
388	7.076489375
389	7.073618991
390	7.073036235
391	7.071535809
392	7.070343936
393	7.069167163
394	7.067387342
395	7.06610569
396	7.064712638
397	7.061078561
398	7.059328662
399	7.059127585
400	7.056862001
401	7.052817839
402	7.050839519
403	7.049735362
404	7.04886092
405	7.044747088
406	7.043514301
407	7.040591119
408	7.037309537
409	7.033782379
410	7.030824975
411	7.0294298
412	7.028545834
413	7.02677642
414	7.025589675
415	7.024480788
416	7.021128938
417	7.019650246
418	7.017548895
419	7.016144676
420	7.015163535
421	7.011795439
422	7.010443039
423	7.00948236
424	7.007426475
425	7.006231468
426	7.003814978
427	7.003328287
428	7.001880841
429	6.999645201
430	6.998642049
431	6.996589285
432	6.994890849
433	6.99088356
434	6.989774952
435	6.987584137
436	6.985495504
437	6.984077694
438	6.980397888
439	6.979147867
440	6.977284195
441	6.975690737
442	6.972988107
443	6.971705623
444	6.969716056
445	6.969251457
446	6.965812412
447	6.964688992
448	6.962411606
449	6.960219332
450	6.957405788
451	6.955898385
452	6.955200799
453	6.954184417
454	6.952449136
455	6.949488352
456	6.946865809
457	6.945742298
458	6.942659777
459	6.941609666
460	6.940225075
461	6.937087333
462	6.934950318
463	6.933174353
464	6.931489795
465	6.930197026
466	6.929049547
467	6.927791944
468	6.926072484
469	6.925010857
470	6.923575992
471	6.922450883
472	6.920918514
473	6.920478881
474	6.918824793
475	6.917405078
476	6.915594348
477	6.914532786
478	6.913480775
479	6.909887353
480	6.907902448
481	6.90480514
482	6.903091789
483	6.90032023
484	6.899562076
485	6.897380936
486	6.896217263
487	6.895223797
488	6.894063749
489	6.892394693
490	6.890881104
491	6.889942895
492	6.888155505
493	6.88685296
494	6.885137504
495	6.884152113
496	6.882234616
497	6.880999103
498	6.879119667
499	6.877833437
500	6.875710093
501	6.874868775
502	6.87237558
503	6.871609805
504	6.870523363
505	6.869263487
506	6.867495436
507	6.866655077
508	6.865586297
509	6.864590142
510	6.862129612
511	6.860989854
512	6.85986867
513	6.858711482
514	6.856547011
515	6.8560287
516	6.854897563
517	6.854143426
518	6.852573313
519	6.851647395
520	6.849827402
521	6.848349086
522	6.846025469
523	6.845090596
524	6.843919702
525	6.84291871
526	6.841939517
527	6.840788068
528	6.839405615
529	6.838480076
530	6.837743085
531	6.83640362
532	6.834822094
533	6.834263526
534	6.833685949
535	6.833002677
536	6.832163684
537	6.83077509
538	6.829525343
539	6.828600134
540	6.827135035
541	6.826268853
542	6.824762402
543	6.823764476
544	6.823176376
545	6.822179211
546	6.821060867
547	6.819500009
548	6.81860439
549	6.817111938
550	6.816236584
551	6.814076678
552	6.8125578
553	6.811156114
554	6.810233423
555	6.809524614
556	6.808262942
557	6.806886452
558	6.805640103
559	6.803482017
560	6.80315095
561	6.801918789
562	6.80144887
563	6.799937625
564	6.79910449
565	6.798109615
566	6.797392046
567	6.795326085
568	6.794253389
569	6.792908218
570	6.792035077
571	6.791212921
572	6.790614051
573	6.79007539
574	6.788861313
575	6.787922941
576	6.787157267
577	6.786426575
578	6.785952282
579	6.784956092
580	6.783063615
581	6.781504189
582	6.780012429
583	6.77859296
584	6.777350099
585	6.776562419
586	6.775846511
587	6.775126642
588	6.774510565
589	6.773643742
590	6.77292532
591	6.772244306
592	6.771632903
593	6.771162911
594	6.770027207
595	6.768795309
596	6.768007657
597	6.76711884
598	6.76533052
599	6.764633001
600	6.764118794
601	6.763183348
602	6.761651101
603	6.760811822
604	6.759929673
605	6.758585325
606	6.757696397
607	6.75688039
608	6.755917524
609	6.75535497
610	6.755160936
611	6.75454933
612	6.75248407
613	6.751546435
614	6.750262356
615	6.749717717
616	6.749022862
617	6.748468596
618	6.747699153
619	6.747163237
620	6.746637521
621	6.745041798
622	6.743835843
623	6.742586999
624	6.742033767
625	6.741387334
626	6.740119822
627	6.739313278
628	6.738978662
629	6.7382424
630	6.737574506
631	6.73641083
632	6.735692726
633	6.73532746
634	6.734721021
635	6.733660824
636	6.732254861
637	6.731253992
638	6.730326199
639	6.729482639
640	6.728747716
641	6.727519321
642	6.726439785
643	6.726014779
644	6.724681926
645	6.723488521
646	6.722429624
647	6.721834918
648	6.720219824
649	6.719527243
650	6.718399805
651	6.717619445
652	6.71667926
653	6.71574914
654	6.714037341
655	6.713645977
656	6.712781244
657	6.712450331
658	6.711349364
659	6.710428314
660	6.709795976
661	6.70933528
662	6.708864948
663	6.70836121
664	6.707589988
665	6.70693038
666	6.706056407
667	6.705022202
668	6.704128905
669	6.70333291
670	6.702523024
671	6.702035438
672	6.701761453
673	6.701243564
674	6.700151123
675	6.699044648
676	6.698566983
677	6.697731438
678	6.697318663
679	6.696568484
680	6.695040754
681	6.694433565
682	6.693146396
683	6.692507689
684	6.691941015
685	6.691348237
686	6.690751612
687	6.690530306
688	6.690235184
689	6.689220411
690	6.688585151
691	6.688123122
692	6.687665831
693	6.686822668
694	6.685504068
695	6.684683393
696	6.684519552
697	6.68383758
698	6.682412516
699	6.681756859
700	6.681182871
701	6.680903273
702	6.680331035
703	6.680065932
704	6.679733005
705	6.678528777
706	6.677183019
707	6.67656091
708	6.675815958
709	6.675213266
710	6.674161191
711	6.673731759
712	6.673300094
713	6.672924834
714	6.672438911
715	6.672029122
716	6.671431935
717	6.670917057
718	6.669939813
719	6.668695755
720	6.668115739
721	6.667374023
722	6.666719507
723	6.665850479
724	6.664659336
725	6.664165743
726	6.663497206
727	6.663034245
728	6.662741109
729	6.661768147
730	6.661016835
731	6.660549266
732	6.659630925
733	6.659220717
734	6.658010061
735	6.657731579
736	6.657438512
737	6.656790913
738	6.65642836
739	6.655782796
740	6.65474157
741	6.654342481
742	6.653945683
743	6.652899838
744	6.652234879
745	6.651036944
746	6.650331465
747	6.649355192
748	6.64887363
749	6.648341326
750	6.647681289
751	6.647254646
752	6.646979439
753	6.646422189
754	6.645783339
755	6.64539942
756	6.644991955
757	6.644303486
758	6.643667018
759	6.642923903
760	6.6420689
761	6.641292249
762	6.640830378
763	6.640509062
764	6.640003136
765	6.639289008
766	6.638890889
767	6.638619803
768	6.637374009
769	6.63649154
770	6.636062209
771	6.635584216
772	6.634680673
773	6.634139448
774	6.633048917
775	6.632508253
776	6.63174145
777	6.631034796
778	6.630613522
779	6.630001512
780	6.629409881
781	6.628183739
782	6.627699543
783	6.62731342
784	6.627025155
785	6.626461191
786	6.62604822
787	6.625575499
788	6.624934118
789	6.624260028
790	6.623539453
791	6.622784711
792	6.62222321
793	6.621680399
794	6.620935449
795	6.620543982
796	6.619540478
797	6.619102513
798	6.618823009
799	6.617933049
800	6.617315454
801	6.616689054
802	6.616241741
803	6.616139416
804	6.615365647
805	6.61483917
806	6.614590723
807	6.614337998
808	6.61400674
809	6.613479622
810	6.61307359
811	6.612302013
812	6.61191813
813	6.611613114
814	6.611227525
815	6.610849492
816	6.610086095
817	6.609540956
818	6.609299062
819	6.608779581
820	6.60838642
821	6.607499454
822	6.607179969
823	6.606752094
824	6.605869897
825	6.604963652
826	6.604471299
827	6.60410574
828	6.60360329
829	6.603123372
830	6.602268151
831	6.601660846
832	6.601169878
833	6.600155958
834	6.599722828
835	6.59925149
836	6.598703854
837	6.598277967
838	6.597994967
839	6.597575016
840	6.597125273
841	6.596406809
842	6.596106428
843	6.595405289
844	6.594670147
845	6.594321351
846	6.593754579
847	6.593427147
848	6.592887503
849	6.592211985
850	6.591614307
851	6.59117598
852	6.590842556
853	6.590592377
854	6.590374155
855	6.589889952
856	6.589374661
857	6.588652763
858	6.588313113
859	6.588085974
860	6.587515353
861	6.587244431
862	6.586835011
863	6.58595861
864	6.585583405
865	6.585028215
866	6.584764055
867	6.584414784
868	6.584105285
869	6.583721981
870	6.5832317
871	6.582943664
872	6.582498379
873	6.581990973
874	6.581587013
875	6.581141371
876	6.58087643
877	6.580352547
878	6.579865422
879	6.579640951
880	6.579416933
881	6.579126776
882	6.578755822
883	6.578592808
884	6.578157617
885	6.577817041
886	6.577405545
887	6.577020199
888	6.57640529
889	6.576245366
890	6.575767324
891	6.5754831
892	6.574902155
893	6.574517441
894	6.573572951
895	6.573095569
896	6.572920456
897	6.572353168
898	6.571643588
899	6.571161627
900	6.570689397
901	6.570360309
902	6.569957495
903	6.569578715
904	6.568788674
905	6.568148127
906	6.567694223
907	6.567333644
908	6.566905292
909	6.566653562
910	6.566065029
911	6.565796959
912	6.565422536
913	6.565172486
914	6.564983407
915	6.564494972
916	6.56414774
917	6.563720438
918	6.563323037
919	6.563077761
920	6.562549213
921	6.562163993
922	6.561601607
923	6.560752579
924	6.560495258
925	6.55989322
926	6.559539134
927	6.559315061
928	6.558598675
929	6.558388804
930	6.558030235
931	6.557561253
932	6.557211715
933	6.556936489
934	6.556779381
935	6.556527458
936	6.556077587
937	6.555725522
938	6.555241191
939	6.554843637
940	6.554505128
941	6.554095674
942	6.553800222
943	6.553525211
944	6.553152326
945	6.552905659
946	6.552612927
947	6.552139668
948	6.551402793
949	6.551076169
950	6.550838121
951	6.550147004
952	6.54989999
953	6.549296685
954	6.548997954
955	6.548681459
956	6.548210813
957	6.547989423
958	6.547574332
959	6.547316079
960	6.547032792
961	6.546510934
962	6.546045887
963	6.54566297
964	6.545431208
965	6.545263664
966	6.545036181
967	6.544766463
968	6.544268741
969	6.543878368
970	6.543597201
971	6.543204511
972	6.542897757
973	6.542694236
974	6.54207834
975	6.541681142
976	6.541339711
977	6.540742606
978	6.540345956
979	6.540079698
980	6.539675087
981	6.539478984
982	6.539129381
983	6.538947916
984	6.538635001
985	6.538313439
986	6.537618413
987	6.537400953
988	6.536797257
989	6.536199108
990	6.535977098
991	6.535421175
992	6.535095935
993	6.534641501
994	6.53443051
995	6.534179964
996	6.533705975
997	6.533287726
998	6.532969019
999	6.532672303
